business_name,category,city,address,phone,source,created_at
Spice Court,Restaurant,Jaipur,"Achrol House, Civil Lines, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Hari Mahal Palace,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Laxmi Mishthan Bhandar,Restaurant,Jaipur,Jaipur,+91 9024 609609,OpenStreetMap,2026-05-17 01:55:06
Maheshwari Girls Public School,School,Jaipur,Jaipur,1412236571,OpenStreetMap,2026-05-17 01:55:06
"Alcs: Cosmetic Surgery, Hair Transplant & Laser Clinic In Jaipur",Hospital,Jaipur,"1 Shivaji Nagar, Civil Lines, jaipur – 302006, Rajasthan, India, 1 Shivaji Nagar, Civil Lines, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Clmm Hotel,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Bharatiya Vidya Bhavan'S Vidyashram,School,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Dr. Radha Krishnan Shiksha Sankul,Clinic,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Prakritik Chikitsalaya,Hospital,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Santokba Durlabhji Memorial Hospital,Hospital,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Subodh Public School,School,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Bissau Palace Hotel,Hotel,Jaipur,"Chand Pole, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Esic Hospital,Hospital,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Old Green Tandori Dhaba,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Pearl Palace Heritage,Hotel,Jaipur,Jaipur,+91-141-2375242,OpenStreetMap,2026-05-17 01:55:06
State Bank Of India,Bank,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Royal Orchid,Hotel,Jaipur,"Tonk road, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Saket Hospital,Hospital,Jaipur,"Sector - 10, Meera Bagh, Agarwal Farm, Mansarovar",,OpenStreetMap,2026-05-17 01:55:06
Icici Bank,Bank,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Hotel Raj Style Inn,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Neelam Dhaba,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Curewell Hospital,Hospital,Jaipur,"1/51-53, S.F.S., Mansrovar",,OpenStreetMap,2026-05-17 01:55:06
Mahadev Dhaba,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Saras Parlour,Restaurant,Jaipur,"JLN Road, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
St. Anslem School,School,Jaipur,"New Sanganer Road, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Chitra Café,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Golden Inn,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Chitra Katha,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Vishal,Supermarket,Jaipur,"Plot No, 1, Elevated Ajmer Rd, opposite Government hostel, Gopalbari, Jaipur, Rajasthan 302006, Ajmer Road, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Jai Mangal Palace,Hotel,Jaipur,"Station Road, Jaipur",0141-2378901,OpenStreetMap,2026-05-17 01:55:06
Jaipuria School,School,Jaipur,"Jawaharlal Nehru Marg, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Goverment Rukmani Devi Japuria Hospital,Hospital,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Kanha,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Mnit College Dispensary,Hospital,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
"St.Anselm'S Pink City,Malviya Nagar, Jaipur",School,Jaipur,"Calgiri Road, Jaipur",01412520240,OpenStreetMap,2026-05-17 01:55:06
Hotel Shalimar,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Nibs,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Pizza Hut,Restaurant,Jaipur,"109, M. I. Road, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Atithi,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Mcdonald'S,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Vitthal'S Kitchen,Restaurant,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Golden Manor,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Rukmani Garden,Hotel,Jaipur,"B2 EF, Shiv Marg, Bani Park, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Tara Niwas,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Hotel Rangoli,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Sanjay Medical Store,Pharmacy,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Allahabad Bank,Bank,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
J&K Bank,Bank,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Shimla Hair Art And Spa,Salon,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Itc Rajputana,Hotel,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Shree Ganesh Namkeen Bhandar,Restaurant,Jaipur,"Meera Marg, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Yash Vidya Mandir,School,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Rajasthan Urban Co-Operative Bank,Bank,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Yo China,Restaurant,Jaipur,"D-183, Mahesh Marg, D-Block, Sector 4, Malviya Nagar, Jaipur, Rajasthan 302017, Jaipur",,OpenStreetMap,2026-05-17 01:55:06
Standard Chartered,Bank,Jaipur,Jaipur,,OpenStreetMap,2026-05-17 01:55:06
Tapidas & Tulsidas Varajdas School,School,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Katargam Sketing Rink,Gym,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
State Bank Of India,Bank,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Govt. School,School,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Canteen,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Barbeque Nation,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Wok On Fire,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Cafe Coffee Day,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Gokulam Dairy,Restaurant,Surat,"RK Desai Marg, Surat",,OpenStreetMap,2026-05-17 01:55:06
Adarsh,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Cafe Coffeee,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Sheetal Hospital,Hospital,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Dokla Cafe,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Axis Bank,Bank,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Idbi Bank Atm,Bank,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Smt. R. B. Shah Mahavir Super Speciality Hospital / Shri Bachubhai Dahyabhai Mehta Mahavir Heart Institute,Hospital,Surat,"At. Shree Mahavir Health Campus, Opposite Jeevan Bharti School",,OpenStreetMap,2026-05-17 01:55:06
Rajuchacha Vadapav,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Shree Multispeciality Hospital,Clinic,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Dena Bank,Bank,Surat,"SH6, Surat",,OpenStreetMap,2026-05-17 01:55:06
Jay Jalaram Khaman House,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Zainab Memorial Hospital,Hospital,Surat,"Shabnam Park Society, Near Diwali Baug, Rushabh Char Rasta, Rander Road",,OpenStreetMap,2026-05-17 01:55:06
Rajhans Residency,Hotel,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Anna'S Kitchen,Restaurant,Surat,"Dumas Road, Surat",+919722222276,OpenStreetMap,2026-05-17 01:55:06
Hdfc Bank,Bank,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Mcdonald'S,Restaurant,Surat,"Ghod Dhod Road, Surat",,OpenStreetMap,2026-05-17 01:55:06
Kiara Spa,Supermarket,Surat,"Athwalines Road, Surat",,OpenStreetMap,2026-05-17 01:55:06
Torrent ટોરેન્ટ,Pharmacy,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Torrent Power Substation ટોરેન્ટ પાવર સબસ્ટેશન,Pharmacy,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
D.S. Dhosa,Restaurant,Surat,"Kiran chowk, Surat",,OpenStreetMap,2026-05-17 01:55:06
Patel Fastfood,Restaurant,Surat,"kiran chowk, Surat",,OpenStreetMap,2026-05-17 01:55:06
Indusind Bank,Bank,Surat,"yogi chowk, Surat",,OpenStreetMap,2026-05-17 01:55:06
Dhiraj Sons,Supermarket,Surat,"yogi chowk, Surat",,OpenStreetMap,2026-05-17 01:55:06
Sanidhya Hospital,Hospital,Surat,"Saavaliya circle, Surat",,OpenStreetMap,2026-05-17 01:55:06
The Varachha Co-Operative Bank,Bank,Surat,"swapna residency, savaliya circle, Surat",,OpenStreetMap,2026-05-17 01:55:06
Rekhaben'S Namkeen,Restaurant,Surat,Surat,,OpenStreetMap,2026-05-17 01:55:06
Urvi Eye Hospital,Hospital,Surat,"Parvati Complex, Dairy Road",,OpenStreetMap,2026-05-17 01:55:06
Gopi Children Hospital,Hospital,Surat,"3Road Floor, Sadhana Hospital Building, Unapani Road",,OpenStreetMap,2026-05-17 01:55:06
Jivani Orthopaedic Hospital,Hospital,Surat,"Ground Floor, National Plaza, Opposite Ayurvedic College, Station Road",,OpenStreetMap,2026-05-17 01:55:06
Tender Touch Childrens Hospital And Neonatal Unit,Hospital,Surat,"2nd Floor , Ornate House ,Athwa Gate , Ring Road",,OpenStreetMap,2026-05-17 01:55:06
Verma Children Hospital,Hospital,Surat,"Saibaba Nagar, Pandesara",,OpenStreetMap,2026-05-17 01:55:06
Khushabu Hospital,Hospital,Surat,"Jivan-Jyot Cinema, udhna road",,OpenStreetMap,2026-05-17 01:55:06
Shreyans Ano-Rectal And Day-Care Hospital,Hospital,Surat,"National Plaza, Station Road",,OpenStreetMap,2026-05-17 01:55:06
Healing Hands Hospital,Hospital,Surat,"Prasham Building, City Light Road",+91-97127-17557,OpenStreetMap,2026-05-17 01:55:06
"Urmil Heart And Lung Centre, Surat",Hospital,Surat,"4/735-Mali Falia, Allaya Wadi",,OpenStreetMap,2026-05-17 01:55:06
Dr. Sachdev Eye Hospital,Hospital,Surat,"5&6Th Floor, Platinum Plaza, Near Pooja Abhishek, Parle Point",,OpenStreetMap,2026-05-17 01:55:06
"Shree Prannath Hospital, Surat",Hospital,Surat,"Ved Road, Opposite Sangavi Diamond",,OpenStreetMap,2026-05-17 01:55:06
Burhani Hospital,Hospital,Surat,"4/4740, Taiyebi Mohalla, Opposite Mahindharpura Police Station",,OpenStreetMap,2026-05-17 01:55:06
Asutosh Hospital,Hospital,Surat,"Beside Kshetrapal Mandir, Rajeshree Hall Road, Majura Gate",,OpenStreetMap,2026-05-17 01:55:06
Dhameliya Kidney Hospital And Lithotripsy Centre,Hospital,Surat,"Near Parag House,Udhana Darwaja",,OpenStreetMap,2026-05-17 01:55:06
Shree Hari Om General Hospital And Maternity Home,Hospital,Surat,"A-Wing, Drashti Complex,OppositeL.P.Savani Vidhyabhavan,Honey Park Road , Adajan",,OpenStreetMap,2026-05-17 01:55:06
Astitva Orthopaedic And Medical Hospital,Hospital,Surat,"3-4, Mahavir Nagar, Opposite Rupali Cinema, Palanpur Patia",,OpenStreetMap,2026-05-17 01:55:06
"Eye-Q Super Speciality Eye Hospitals, Udhana",Hospital,Surat,"2nd Floor, SNS House, Udhana Teen Rasta, Opposite Silicon Shoppers, Udhana Main Road, Udhana",,OpenStreetMap,2026-05-17 01:55:06
Apple Hospital,Hospital,Surat,"Udhana Darwaja, Ring Road, Near Old Rajkumar Theatre",,OpenStreetMap,2026-05-17 01:55:06
New City Hospital And Polyclinic,Hospital,Surat,"9, Dev Deep Soceity Lane, Umra",,OpenStreetMap,2026-05-17 01:55:06
New Tech Surgical Hospital & Physio Care Centre,Hospital,Surat,"2001, 2nd Floor, Riddhi Residency,Beside Jalram Temple, L.P.Savani Road, Adajan",,OpenStreetMap,2026-05-17 01:55:06
Harikrishna Hospital,Hospital,Surat,"7/279, Helena Trade, Unapani Road",,OpenStreetMap,2026-05-17 01:55:06
Shreyash Hospital,Hospital,Surat,"Swaminarayan Complex, OppositeMajuragate Ring Road",,OpenStreetMap,2026-05-17 01:55:06
P.P.Savani Heart Institute And Multispeciality Hospital,Hospital,Surat,"Mansi Near Siddhkutir Temple, Varachha Road",,OpenStreetMap,2026-05-17 01:55:06
Navin Orthopaedic And Trauma Centre,Hospital,Surat,"B/H Gabani Kidney Hospital, Opposite Railway Station",,OpenStreetMap,2026-05-17 01:55:06
Happy And Healthy Hospital,Hospital,Surat,"B/141.1st Floor, Shankheshwar Complex, Opposite Raymonds Show Room, Kailasnagar",,OpenStreetMap,2026-05-17 01:55:06
Maa `N` Baby Hospital,Hospital,Surat,"P-1, Shanti Sadan, 1st Floor, Opposite Tekrawala School,Palanpur Patia",,OpenStreetMap,2026-05-17 01:55:06
Sneh Children Hospital,Hospital,Surat,Hira Baug,,OpenStreetMap,2026-05-17 01:55:06
Divyesh Eye Hospital,Hospital,Surat,"102, Modeshwari Complex, OppositeL.P. Swani School, Near Hero Honda Service Station, New Adajan",,OpenStreetMap,2026-05-17 01:55:06
Ashish Eye Hospital,Hospital,Surat,Rustampura,,OpenStreetMap,2026-05-17 01:55:06
Sharda Hospital And Research Centre,Hospital,Surat,"Beside Kailasnagar Jain Derasar,Majuragate -Shankhuar Road",,OpenStreetMap,2026-05-17 01:55:06
Girish Group Of Hospital,Hospital,Surat,"Shankeshwar Complex, Majuragate",,OpenStreetMap,2026-05-17 01:55:06
Arpan Public Charitable Trust,Hospital,Surat,"2nd Floor, Kinara Apartment, Makkai Pool, Nanpura",,OpenStreetMap,2026-05-17 01:55:06
Dr. Kapse Children Hospital,Hospital,Surat,"Akshar Complex, 1st Floor, Near Kwality Hotel, Makkaipool",,OpenStreetMap,2026-05-17 01:55:06
Smt. Rasilaben Sevantilal Shah Venus Hospital - Surat,Hospital,Surat,Rampura Road,,OpenStreetMap,2026-05-17 01:55:06
"Navjivan Hospital, Surat",Hospital,Surat,"Doctor House, Ist Flr Sarathi Complex Turava Compound Varachha Road",,OpenStreetMap,2026-05-17 01:55:06
Babul Hospital,Hospital,Surat,"2nd Floor, Manohar Complex, Near Pumping Station, Saiyadpura",,OpenStreetMap,2026-05-17 01:55:06
Raijiwala Eye Hospital,Hospital,Surat,"First Flr, Firoz Chambers Behind Lalgate Police Chwki Knad Bazar",,OpenStreetMap,2026-05-17 01:55:06
Matrutva Nursing Home,Clinic,Surat,"1 St Floor,Shantivan Apts,Near Snehsankul Vadi",,OpenStreetMap,2026-05-17 01:55:06
Prarthana Maternity And Nursing Home,Clinic,Surat,"M-15, Mahan Terrace, Adajan Road",,OpenStreetMap,2026-05-17 01:55:06
